;Timestamp;SensorType;LC_Activity;Active;Sensor_Added;SensorActivationTime;Duration;LC;room;room_major;Case;Cluster;Routine
1521;2007-10-26 07:56:50.348644;M;35;1.0;35;17.524401;0.141017;s;bedroom_south;bedroom_south;37;5;weekday_
1522;2007-10-26 07:56:50.489661;M;33;1.0;33;3.446298;0.541984;s;bedroom_south;bedroom_south;37;5;weekday_
1523;2007-10-26 07:56:51.031645;M;34;1.0;34;10.648824000000001;222.046973;s;bedroom_south;bedroom_south;37;5;weekday_
1529;2007-10-26 08:00:33.078618;M;34;1.0;34;5.041788;0.513565;s;bedroom_south;bedroom_south;37;5;weekday_
1530;2007-10-26 08:00:33.592183;M;35;1.0;35;12.124319000000002;4.964196;s;bedroom_south;bedroom_south;37;5;weekday_
1532;2007-10-26 08:00:38.556379;M;34;1.0;34;3.6731360000000004;94.15144400000001;s;bedroom_south;bedroom_south;37;5;weekday_
1535;2007-10-26 08:02:12.707823;M;35;1.0;35;19.964979;2.420318;s;bedroom_south;bedroom_south;37;5;weekday_
1536;2007-10-26 08:02:15.128141;M;34;1.0;34;4.813657;5.134561000000001;s;bedroom_south;bedroom_south;37;5;weekday_
1538;2007-10-26 08:02:20.262702;M;34;1.0;34;2.682246;7.421185;s;bedroom_south;bedroom_south;37;5;weekday_
1540;2007-10-26 08:02:27.683887;M;34;1.0;34;3.4842440000000003;78.841204;s;bedroom_south;bedroom_south;37;5;weekday_
1543;2007-10-26 08:03:46.525091;M;35;1.0;35;9.612175;1.108951;s;bedroom_south;bedroom_south;37;5;weekday_
1544;2007-10-26 08:03:47.634042;M;34;1.0;34;6.1995130000000005;2.6065300000000002;s;bedroom_south;bedroom_south;37;5;weekday_
1545;2007-10-26 08:03:50.240572;M;32;1.0;32;4.6636820000000005;0.13798000000000002;s;bedroom_south;bedroom_south;37;5;weekday_
1546;2007-10-26 08:03:50.378552;M;33;1.0;33;0.913737;0.588829;s;bedroom_south;bedroom_south;37;5;weekday_
1547;2007-10-26 08:03:50.967381;M;31;1.0;31;18.285466;7.999112;s;bedroom_south;bedroom_south;37;5;weekday_
1552;2007-10-26 08:03:58.966493;M;32;1.0;32;0.9911420000000001;3.039123;s;bedroom_south;bedroom_south;37;5;weekday_
1554;2007-10-26 08:04:02.005616;M;32;1.0;32;14.034460000000001;2.196648;s;bedroom_south;bedroom_south;37;5;weekday_
1555;2007-10-26 08:04:04.202264;M;35;1.0;35;3.4160250000000003;0.9107170000000001;s;bedroom_south;bedroom_south;37;5;weekday_
1556;2007-10-26 08:04:05.112981;M;33;1.0;33;1.04872;1.903474;s;bedroom_south;bedroom_south;37;5;weekday_
1558;2007-10-26 08:04:07.016455;M;33;1.0;33;1.939451;1.9967300000000001;s;bedroom_south;bedroom_south;37;5;weekday_
1561;2007-10-26 08:04:09.013185;M;35;1.0;35;4.470434;1.316327;s;bedroom_south;bedroom_south;37;5;weekday_
1563;2007-10-26 08:04:10.329512;M;33;1.0;33;1.724175;1.634524;s;bedroom_south;bedroom_south;37;5;weekday_
1564;2007-10-26 08:04:11.964036;M;31;1.0;31;1.394601;0.11764300000000001;s;bedroom_south;bedroom_south;37;5;weekday_
1566;2007-10-26 08:04:12.081679;M;36;1.0;36;5.841635;1.524904;s;bedroom_south;bedroom_south;37;5;weekday_
1569;2007-10-26 08:04:13.606583;M;31;1.0;31;1.011689;0.473835;s;bedroom_south;bedroom_south;37;5;weekday_
1570;2007-10-26 08:04:14.080418;M;30;1.0;30;2.7112260000000004;0.8157730000000001;s;bedroom_south;bedroom_south;37;5;weekday_
1572;2007-10-26 08:04:14.896191;M;29;1.0;29;7.745796;0.8027700000000001;s;hallway_upstairs;hallway_upstairs;38;0;weekday_
1573;2007-10-26 08:04:15.698961;M;37;1.0;37;5.837341;6.273217000000001;s;bathroom;bathroom;39;0;weekday_
1578;2007-10-26 08:04:21.972178;M;37;1.0;37;3.471035;570.4565680000001;s;bathroom;bathroom;39;0;weekday_
1581;2007-10-26 08:13:52.428746;M;37;1.0;37;3.6643990000000004;0.701786;s;bathroom;bathroom;39;0;weekday_
1582;2007-10-26 08:13:53.130532;M;29;1.0;29;5.933702;1.3216260000000002;s;hallway_upstairs;hallway_upstairs;40;0;weekday_
1583;2007-10-26 08:13:54.452158;M;30;1.0;30;4.881026;0.457863;s;bedroom_south;bedroom_south;41;3;weekday_
1584;2007-10-26 08:13:54.910021;M;36;1.0;36;4.154213;1.539566;s;bedroom_south;bedroom_south;41;3;weekday_
1586;2007-10-26 08:13:56.449587;M;31;1.0;31;8.682281;0.639845;s;bedroom_south;bedroom_south;41;3;weekday_
1587;2007-10-26 08:13:57.089432;M;32;1.0;32;10.187926000000001;4.997622000000001;s;bedroom_south;bedroom_south;41;3;weekday_
1591;2007-10-26 08:14:02.087054;M;35;1.0;35;3.8465740000000004;4.760312;s;bedroom_south;bedroom_south;41;3;weekday_
1594;2007-10-26 08:14:06.847366;M;35;1.0;35;5.7464;2.6701420000000002;s;bedroom_south;bedroom_south;41;3;weekday_
1596;2007-10-26 08:14:09.517508;M;32;1.0;32;37.953153;0.668066;s;bedroom_south;bedroom_south;41;3;weekday_
1597;2007-10-26 08:14:10.185574;M;31;1.0;31;2.1841820000000003;7.225442;s;bedroom_south;bedroom_south;41;3;weekday_
1600;2007-10-26 08:14:17.411016;M;31;1.0;31;1.847488;3.750928;s;bedroom_south;bedroom_south;41;3;weekday_
1602;2007-10-26 08:14:21.161944;M;31;1.0;31;1.025713;1.225662;s;bedroom_south;bedroom_south;41;3;weekday_
1604;2007-10-26 08:14:22.387606;M;31;1.0;31;1.639536;14.503886000000001;s;bedroom_south;bedroom_south;41;3;weekday_
1606;2007-10-26 08:14:36.891492;M;35;1.0;35;1.0356960000000002;3.9828530000000004;s;bedroom_south;bedroom_south;41;3;weekday_
1608;2007-10-26 08:14:40.874345;M;35;1.0;35;2.867197;0.9037510000000001;s;bedroom_south;bedroom_south;41;3;weekday_
1609;2007-10-26 08:14:41.778096;M;34;1.0;34;34.121257;2.337323;s;bedroom_south;bedroom_south;41;3;weekday_
1611;2007-10-26 08:14:44.115419;M;35;1.0;35;5.446606;12.630324000000002;s;bedroom_south;bedroom_south;41;3;weekday_
1614;2007-10-26 08:14:56.745743;M;35;1.0;35;4.278692;4.3212790000000005;s;bedroom_south;bedroom_south;41;3;weekday_
1616;2007-10-26 08:15:01.067022;M;33;1.0;33;4.272213000000001;0.881112;s;bedroom_south;bedroom_south;41;3;weekday_
1617;2007-10-26 08:15:01.948134;M;35;1.0;35;5.082937;6.719791000000001;s;bedroom_south;bedroom_south;41;3;weekday_
1620;2007-10-26 08:15:08.667925;M;33;1.0;33;0.40194300000000005;0.190968;s;bedroom_south;bedroom_south;41;3;weekday_
1621;2007-10-26 08:15:08.858893;M;35;1.0;35;2.0274900000000002;2.43338;s;bedroom_south;bedroom_south;41;3;weekday_
1624;2007-10-26 08:15:11.292273;M;35;1.0;35;2.131453;2.699294;s;bedroom_south;bedroom_south;41;3;weekday_
1626;2007-10-26 08:15:13.991567;M;35;1.0;35;8.857048;2.501837;s;bedroom_south;bedroom_south;41;3;weekday_
1628;2007-10-26 08:15:16.493404;M;34;1.0;34;10.51215;1.194094;s;bedroom_south;bedroom_south;41;3;weekday_
1629;2007-10-26 08:15:17.687498;M;33;1.0;33;5.3193600000000005;5.3548540000000004;s;bedroom_south;bedroom_south;41;3;weekday_
1632;2007-10-26 08:15:23.042352;M;35;1.0;35;5.219887;5.475772;s;bedroom_south;bedroom_south;41;3;weekday_
1635;2007-10-26 08:15:28.518124;M;34;1.0;34;7.087982;9.585257;s;bedroom_south;bedroom_south;41;3;weekday_
1637;2007-10-26 08:15:38.103381;M;34;1.0;34;2.2123600000000003;2.441295;s;bedroom_south;bedroom_south;41;3;weekday_
1639;2007-10-26 08:15:40.544676;M;34;1.0;34;1.073692;1.677516;s;bedroom_south;bedroom_south;41;3;weekday_
1641;2007-10-26 08:15:42.222192;M;34;1.0;34;14.036047000000002;0.339899;s;bedroom_south;bedroom_south;41;3;weekday_
1642;2007-10-26 08:15:42.562091;M;35;1.0;35;1.935445;0.35989600000000005;s;bedroom_south;bedroom_south;41;3;weekday_
1643;2007-10-26 08:15:42.921987;M;33;1.0;33;3.5229990000000004;7.8108010000000005;s;bedroom_south;bedroom_south;41;3;weekday_
1646;2007-10-26 08:15:50.732788;M;35;1.0;35;6.855053000000001;13.610723;s;bedroom_south;bedroom_south;41;3;weekday_
1649;2007-10-26 08:16:04.343511;M;35;1.0;35;4.064892;0.168026;s;bedroom_south;bedroom_south;41;3;weekday_
1650;2007-10-26 08:16:04.511537;M;34;1.0;34;5.358440000000001;1.224091;s;bedroom_south;bedroom_south;41;3;weekday_
1651;2007-10-26 08:16:05.735628;M;33;1.0;33;3.7024690000000002;9.148258;s;bedroom_south;bedroom_south;41;3;weekday_
1655;2007-10-26 08:16:14.883886;M;33;1.0;33;1.9428050000000001;0.158499;s;bedroom_south;bedroom_south;41;3;weekday_
1656;2007-10-26 08:16:15.042385;M;35;1.0;35;6.7909370000000004;0.147482;s;bedroom_south;bedroom_south;41;3;weekday_
1657;2007-10-26 08:16:15.189867;M;34;1.0;34;6.999354;2.1416980000000003;s;bedroom_south;bedroom_south;41;3;weekday_
1659;2007-10-26 08:16:17.331565;M;32;1.0;32;1.4596200000000001;1.054743;s;bedroom_south;bedroom_south;41;3;weekday_
1660;2007-10-26 08:16:18.386308;M;36;1.0;36;3.972865;0.727797;s;bedroom_south;bedroom_south;41;3;weekday_
1662;2007-10-26 08:16:19.114105;M;30;1.0;30;3.780908;0.6698010000000001;s;bedroom_south;bedroom_south;41;3;weekday_
1663;2007-10-26 08:16:19.783906;M;29;1.0;29;6.437331;0.6638270000000001;s;hallway_upstairs;hallway_upstairs;42;0;weekday_
1664;2007-10-26 08:16:20.447733;M;37;1.0;37;4.559379;55.209599000000004;s;bathroom;bathroom;43;0;weekday_
1671;2007-10-26 08:17:15.657332;M;37;1.0;37;5.868449;1.4696;s;bathroom;bathroom;43;0;weekday_
1672;2007-10-26 08:17:17.126932;M;29;1.0;29;4.236847;1.074684;s;hallway_upstairs;hallway_upstairs;44;0;weekday_
1673;2007-10-26 08:17:18.201616;M;30;1.0;30;2.8076510000000003;0.436873;s;bedroom_south;bedroom_south;45;3;weekday_
1674;2007-10-26 08:17:18.638489;M;36;1.0;36;12.474395000000001;4.439367;s;bedroom_south;bedroom_south;45;3;weekday_
1678;2007-10-26 08:17:23.077856;M;32;1.0;32;6.358443;1.927197;s;bedroom_south;bedroom_south;45;3;weekday_
1679;2007-10-26 08:17:25.005053;M;33;1.0;33;2.9982830000000003;0.0;s;bedroom_south;bedroom_south;45;3;weekday_
1680;2007-10-26 08:17:25.005053;M;35;1.0;35;18.169015;0.9091180000000001;s;bedroom_south;bedroom_south;45;3;weekday_
1681;2007-10-26 08:17:25.914171;M;34;1.0;34;3.117961;11.394185;s;bedroom_south;bedroom_south;45;3;weekday_
1686;2007-10-26 08:17:37.308356;M;34;1.0;34;1.7118060000000002;1.7184590000000002;s;bedroom_south;bedroom_south;45;3;weekday_
1688;2007-10-26 08:17:39.026815;M;34;1.0;34;4.29621;5.032751;s;bedroom_south;bedroom_south;45;3;weekday_
1691;2007-10-26 08:17:44.059566;M;34;1.0;34;4.377239;7.0502400000000005;s;bedroom_south;bedroom_south;45;3;weekday_
1693;2007-10-26 08:17:51.109806;M;35;1.0;35;15.267668;1.021721;s;bedroom_south;bedroom_south;45;3;weekday_
1694;2007-10-26 08:17:52.131527;M;34;1.0;34;4.958589;5.558411;s;bedroom_south;bedroom_south;45;3;weekday_
1696;2007-10-26 08:17:57.689938;M;34;1.0;34;1.715499;9.1134;s;bedroom_south;bedroom_south;45;3;weekday_
1699;2007-10-26 08:18:06.803338;M;35;1.0;35;12.527725;20.180949000000002;s;bedroom_south;bedroom_south;45;3;weekday_
1701;2007-10-26 08:18:26.984287;M;35;1.0;35;4.767164;5.4441060000000006;s;bedroom_south;bedroom_south;45;3;weekday_
1703;2007-10-26 08:18:32.428393;M;35;1.0;35;6.592073;14.204605;s;bedroom_south;bedroom_south;45;3;weekday_
1705;2007-10-26 08:18:46.632998;M;35;1.0;35;7.385701;41.460840000000005;s;bedroom_south;bedroom_south;45;3;weekday_
1707;2007-10-26 08:19:28.093838;M;35;1.0;35;6.551266;5.140664;s;bedroom_south;bedroom_south;45;3;weekday_
1708;2007-10-26 08:19:33.234502;M;33;1.0;33;1.995451;1.5675620000000001;s;bedroom_south;bedroom_south;45;3;weekday_
1710;2007-10-26 08:19:34.802064;M;35;1.0;35;4.919117;0.427889;s;bedroom_south;bedroom_south;45;3;weekday_
1712;2007-10-26 08:19:35.229953;M;32;1.0;32;2.7725400000000002;1.745492;s;bedroom_south;bedroom_south;45;3;weekday_
1713;2007-10-26 08:19:36.975445;M;36;1.0;36;2.8577320000000004;1.793814;s;bedroom_south;bedroom_south;45;3;weekday_
1715;2007-10-26 08:19:38.769259;M;31;1.0;31;2.240723;8.049118;s;bedroom_south;bedroom_south;45;3;weekday_
1719;2007-10-26 08:19:46.818377;M;31;1.0;31;8.66118;0.11598800000000001;s;bedroom_south;bedroom_south;45;3;weekday_
1720;2007-10-26 08:19:46.934365;M;32;1.0;32;4.74234;0.116994;s;bedroom_south;bedroom_south;45;3;weekday_
1721;2007-10-26 08:19:47.051359;M;36;1.0;36;1.0162870000000002;3.7932840000000003;s;bedroom_south;bedroom_south;45;3;weekday_
1723;2007-10-26 08:19:50.844643;M;36;1.0;36;2.080162;0.37504200000000004;s;bedroom_south;bedroom_south;45;3;weekday_
1724;2007-10-26 08:19:51.219685;M;35;1.0;35;1.9231310000000001;2.0911340000000003;s;bedroom_south;bedroom_south;45;3;weekday_
1728;2007-10-26 08:19:53.310819;M;36;1.0;36;2.720586;0.144983;s;bedroom_south;bedroom_south;45;3;weekday_
1729;2007-10-26 08:19:53.455802;M;35;1.0;35;5.5595490000000005;2.270681;s;bedroom_south;bedroom_south;45;3;weekday_
1731;2007-10-26 08:19:55.726483;M;32;1.0;32;3.2760740000000004;4.4227490000000005;s;bedroom_south;bedroom_south;45;3;weekday_
1735;2007-10-26 08:20:00.149232;M;32;1.0;32;3.904885;4.346760000000001;s;bedroom_south;bedroom_south;45;3;weekday_
1737;2007-10-26 08:20:04.495992;M;32;1.0;32;4.662677;7.607844;s;bedroom_south;bedroom_south;45;3;weekday_
1739;2007-10-26 08:20:12.103836;M;32;1.0;32;3.734929;4.32476;s;bedroom_south;bedroom_south;45;3;weekday_
1741;2007-10-26 08:20:16.428596;M;32;1.0;32;0.9877060000000001;1.7794770000000002;s;bedroom_south;bedroom_south;45;3;weekday_
1743;2007-10-26 08:20:18.208073;M;32;1.0;32;5.4864440000000005;5.726359;s;bedroom_south;bedroom_south;45;3;weekday_
1745;2007-10-26 08:20:23.934432;M;32;1.0;32;3.638986;1.007735;s;bedroom_south;bedroom_south;45;3;weekday_
1746;2007-10-26 08:20:24.942167;M;31;1.0;31;10.350345;4.438721;s;bedroom_south;bedroom_south;45;3;weekday_
1748;2007-10-26 08:20:29.380888;M;32;1.0;32;4.437515;1.3237180000000002;s;bedroom_south;bedroom_south;45;3;weekday_
1749;2007-10-26 08:20:30.704606;M;35;1.0;35;12.468071;1.865701;s;bedroom_south;bedroom_south;45;3;weekday_
1750;2007-10-26 08:20:32.570307;M;34;1.0;34;8.69795;1.384115;s;bedroom_south;bedroom_south;45;3;weekday_
1752;2007-10-26 08:20:33.954422;M;32;1.0;32;1.85515;2.560204;s;bedroom_south;bedroom_south;45;3;weekday_
1755;2007-10-26 08:20:36.514626;M;32;1.0;32;6.500103;1.251108;s;bedroom_south;bedroom_south;45;3;weekday_
1756;2007-10-26 08:20:37.765734;M;36;1.0;36;5.030054000000001;2.268891;s;bedroom_south;bedroom_south;45;3;weekday_
1757;2007-10-26 08:20:40.034625;M;31;1.0;31;12.689111;9.02411;s;bedroom_south;bedroom_south;45;3;weekday_
1762;2007-10-26 08:20:49.058735;M;32;1.0;32;2.244418;2.978149;s;bedroom_south;bedroom_south;45;3;weekday_
1764;2007-10-26 08:20:52.036884;M;32;1.0;32;2.8232470000000003;1.411643;s;bedroom_south;bedroom_south;45;3;weekday_
1766;2007-10-26 08:20:53.448527;M;31;1.0;31;2.4756560000000003;1.607596;s;bedroom_south;bedroom_south;45;3;weekday_
1768;2007-10-26 08:20:55.056123;M;36;1.0;36;2.837225;0.382029;s;bedroom_south;bedroom_south;45;3;weekday_
1769;2007-10-26 08:20:55.438152;M;32;1.0;32;1.8321440000000002;1.108077;s;bedroom_south;bedroom_south;45;3;weekday_
1771;2007-10-26 08:20:56.546229;M;30;1.0;30;4.074338;1.206088;s;bedroom_south;bedroom_south;45;3;weekday_
1773;2007-10-26 08:20:57.752317;M;29;1.0;29;4.532174;1.319031;s;hallway_upstairs;hallway_upstairs;46;0;weekday_
1775;2007-10-26 08:20:59.071348;M;28;1.0;28;5.612644;2.943165;s;hallway_upstairs;hallway_upstairs;46;0;weekday_
1777;2007-10-26 08:21:02.014513;M;27;1.0;27;3.027372;3.51324;s;hallway_upstairs;hallway_upstairs;46;0;weekday_
1781;2007-10-26 08:21:05.527753;M;26;1.0;26;3.6669750000000003;2.427315;s;stairs;stairs;47;0;weekday_
1782;2007-10-26 08:21:07.955068;M;25;1.0;25;3.0091560000000004;1.364649;s;hallway_downstairs;hallway_downstairs;48;0;weekday_
1784;2007-10-26 08:21:09.319717;M;24;1.0;24;3.701918;1.0206870000000001;s;hallway_downstairs;hallway_downstairs;48;0;weekday_
1785;2007-10-26 08:21:10.340404;M;21;1.0;21;4.28076;3.0971130000000002;s;hallway_downstairs;hallway_downstairs;48;0;weekday_
1788;2007-10-26 08:21:13.437517;M;22;1.0;22;3.199072;1.4875710000000002;s;hallway_downstairs;hallway_downstairs;48;0;weekday_
1790;2007-10-26 08:21:14.925088;M;23;1.0;23;2.717204;0.173955;s;hallway_downstairs;hallway_downstairs;48;0;weekday_
1791;2007-10-26 08:21:15.099043;M;1;1.0;1;1.7414830000000001;1.103684;s;living_room;living_room;49;0;weekday_
1792;2007-10-26 08:21:16.202727;M;7;1.0;7;3.96084;0.8361090000000001;s;living_room;living_room;49;0;weekday_
1795;2007-10-26 08:21:17.038836;M;6;1.0;6;5.162171000000001;0.037691;s;living_room;living_room;49;0;weekday_
1796;2007-10-26 08:21:17.076527;M;9;1.0;9;2.4082470000000002;1.888398;s;living_room;living_room;49;0;weekday_
1798;2007-10-26 08:21:18.964925;M;10;1.0;10;8.830489;4.665669;s;living_room;living_room;49;0;weekday_
1802;2007-10-26 08:21:23.630594;M;6;1.0;6;25.452419000000003;3.770931;s;living_room;living_room;49;0;weekday_
1803;2007-10-26 08:21:27.401525;M;5;1.0;5;0.9977330000000001;1.9314520000000002;s;living_room;living_room;49;0;weekday_
1806;2007-10-26 08:21:29.332977;M;5;1.0;5;2.305356;20.265890000000002;s;living_room;living_room;49;0;weekday_
1809;2007-10-26 08:21:49.598867;M;6;1.0;6;7.484660000000001;5.114864000000001;s;living_room;living_room;49;0;weekday_
1810;2007-10-26 08:21:54.713731;M;7;1.0;7;10.172273;8.802181000000001;s;living_room;living_room;49;0;weekday_
1812;2007-10-26 08:22:03.515912;M;1;1.0;1;2.6302000000000003;0.380025;s;living_room;living_room;49;0;weekday_
1813;2007-10-26 08:22:03.895937;M;23;1.0;23;2.483209;1.1560940000000002;s;hallway_downstairs;hallway_downstairs;50;0;weekday_
1815;2007-10-26 08:22:05.052031;M;22;1.0;22;3.036252;1.211125;s;hallway_downstairs;hallway_downstairs;50;0;weekday_
1817;2007-10-26 08:22:06.263156;M;21;1.0;21;9.806807000000001;11.962048000000001;s;hallway_downstairs;hallway_downstairs;50;0;weekday_
1821;2007-10-26 08:22:18.225204;M;21;1.0;21;17.917881;14.890740000000001;s;hallway_downstairs;hallway_downstairs;50;0;weekday_
1822;2007-10-26 08:22:33.115944;M;24;1.0;24;14.12804;24004.781583;s;hallway_downstairs;hallway_downstairs;50;0;weekday_
1825;2007-10-26 15:02:37.897527;M;5;1.0;5;1.969486;0.7997850000000001;s;living_room;living_room;51;0;weekday_
1826;2007-10-26 15:02:38.697312;M;10;1.0;10;3.429091;0.6938110000000001;s;living_room;living_room;51;0;weekday_
1827;2007-10-26 15:02:39.391123;M;6;1.0;6;2.600334;1.4276380000000002;s;living_room;living_room;51;0;weekday_
1829;2007-10-26 15:02:40.818761;M;5;1.0;5;1.040731;2.4993320000000003;s;living_room;living_room;51;0;weekday_
1833;2007-10-26 15:02:43.318093;M;6;1.0;6;2.9792210000000003;14.539763;s;living_room;living_room;51;0;weekday_
1835;2007-10-26 15:02:57.857856;M;6;1.0;6;6.232023000000001;1.6875190000000002;s;living_room;living_room;51;0;weekday_
1836;2007-10-26 15:02:59.545375;M;5;1.0;5;1.719686;0.7228530000000001;s;living_room;living_room;51;0;weekday_
1837;2007-10-26 15:03:00.268228;M;7;1.0;7;3.821651;0.819825;s;living_room;living_room;51;0;weekday_
1838;2007-10-26 15:03:01.088053;M;8;1.0;8;2.865796;0.527945;s;living_room;living_room;51;0;weekday_
1840;2007-10-26 15:03:01.615998;M;9;1.0;9;2.88879;1.1379350000000001;s;living_room;living_room;51;0;weekday_
1841;2007-10-26 15:03:02.753933;M;15;1.0;15;3.3003020000000003;0.367974;s;living_room;living_room;51;0;weekday_
1842;2007-10-26 15:03:03.121907;M;16;1.0;16;3.533465;1.245892;s;kitchen;kitchen;52;0;weekday_
1846;2007-10-26 15:03:04.367799;M;17;1.0;17;10.976942000000001;12.126065;s;kitchen;kitchen;52;0;weekday_
1851;2007-10-26 15:03:16.493864;M;17;1.0;17;5.586013;6.478767;s;kitchen;kitchen;52;0;weekday_
1853;2007-10-26 15:03:22.972631;M;17;1.0;17;2.5273120000000002;9.027611;s;kitchen;kitchen;52;0;weekday_
1855;2007-10-26 15:03:32.000242;M;17;1.0;17;4.129847;7.54992;s;kitchen;kitchen;52;0;weekday_
1857;2007-10-26 15:03:39.550162;M;17;1.0;17;1.945502;14.890087000000001;s;kitchen;kitchen;52;0;weekday_
1859;2007-10-26 15:03:54.440249;M;17;1.0;17;6.327208000000001;7.054263000000001;s;kitchen;kitchen;52;0;weekday_
1861;2007-10-26 15:04:01.494512;M;17;1.0;17;2.3978490000000003;2.150977;s;kitchen;kitchen;52;0;weekday_
1863;2007-10-26 15:04:03.645489;M;16;1.0;16;3.102078;0.8117040000000001;s;kitchen;living_room;53;0;weekday_
1862;2007-10-26 15:04:03.645489;M;15;1.0;15;3.672934;0.0;s;living_room;kitchen;52;0;weekday_
1865;2007-10-26 15:04:04.457193;M;9;1.0;9;3.267112;0.15495;s;living_room;living_room;53;0;weekday_
1866;2007-10-26 15:04:04.612143;M;8;1.0;8;4.643894;0.944752;s;living_room;living_room;53;0;weekday_
1867;2007-10-26 15:04:05.556895;M;7;1.0;7;3.8181260000000004;1.3836330000000001;s;living_room;living_room;53;0;weekday_
1869;2007-10-26 15:04:06.940528;M;6;1.0;6;5.391248;3.880386;s;living_room;living_room;53;0;weekday_
1874;2007-10-26 15:04:10.820914;M;10;1.0;10;3.186469;0.36597100000000005;s;living_room;living_room;53;0;weekday_
1875;2007-10-26 15:04:11.186885;M;9;1.0;9;2.9354720000000003;2.909028;s;living_room;living_room;53;0;weekday_
1878;2007-10-26 15:04:14.095913;M;6;1.0;6;2.358816;0.351353;s;living_room;living_room;53;0;weekday_
1880;2007-10-26 15:04:14.447266;M;10;1.0;10;1.6203990000000001;3.118147;s;living_room;living_room;53;0;weekday_
1883;2007-10-26 15:04:17.565413;M;9;1.0;9;2.446885;0.500606;s;living_room;living_room;53;0;weekday_
1884;2007-10-26 15:04:18.066019;M;7;1.0;7;4.930566000000001;1.458225;s;living_room;living_room;53;0;weekday_
1885;2007-10-26 15:04:19.524244;M;8;1.0;8;9.107887;9.809702000000001;s;living_room;living_room;53;0;weekday_
1889;2007-10-26 15:04:29.333946;M;8;1.0;8;2.351367;3.675361;s;living_room;living_room;53;0;weekday_
1891;2007-10-26 15:04:33.009307;M;8;1.0;8;3.998479;24.475099;s;living_room;living_room;53;0;weekday_
1893;2007-10-26 15:04:57.484406;M;8;1.0;8;8.798643;2.4433570000000002;s;living_room;living_room;53;0;weekday_
1894;2007-10-26 15:04:59.927763;M;7;1.0;7;4.299094;1.4376090000000001;s;living_room;living_room;53;0;weekday_
1895;2007-10-26 15:05:01.365372;M;6;1.0;6;3.6855670000000003;1.487621;s;living_room;living_room;53;0;weekday_
1896;2007-10-26 15:05:02.852993;M;10;1.0;10;1.613879;3.8561;s;living_room;living_room;53;0;weekday_
1901;2007-10-26 15:05:06.709093;M;10;1.0;10;4.344435000000001;5.996874;s;living_room;living_room;53;0;weekday_
1903;2007-10-26 15:05:12.705967;M;10;1.0;10;1.5815810000000001;164.009761;s;living_room;living_room;53;0;weekday_
